Date,Open,High,Low,Close,Adj Close,Volume
2023-10-27,166.91000366210938,168.9600067138672,166.8300018310547,168.22000122070312,168.22000122070312,58499100
2023-10-30,169.02000427246094,171.1699981689453,168.8699951171875,170.2899932861328,170.2899932861328,51131000
2023-10-31,169.35000610351562,170.89999389648438,167.89999389648438,170.77000427246094,170.77000427246094,44846000
2023-11-01,171.0,174.22999572753906,170.1199951171875,173.97000122070312,173.97000122070312,56835700
